Current Loan Amount,Term,Credit Scores,Years in current job,Home Ownership,Annual Income,Purpose,Monthly Debt,Annual Debt,Debt to Income Ratio,Debt to Income Ratio G/B,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Utilization Rate Good/Bad,Utilization Rate,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Loan Status
1561,Short Term,715,1,Own Home,5855,Other,24.4,292.8,0.05,Excellent DTI,29.7,3,0,Excellent UR,0.03,360,12002,0,0,
1562,Short Term,722,1,Rent,31242,Medical Bills,679.5,8154,0.26,Bad DTI,15,8,0,Good UR,0.46,9320,20304,0,0,
1566,Short Term,730,1,Rent,58722,Medical Bills,631.26,7575.12,0.13,Good DTI,10,6,0,Very Bad UR,0.93,27092,29257,0,0,
1567,Short Term,,8,Rent,,Debt Consolidation,433.13,5197.56,,Very Bad DTI,20,5,0,Very Bad UR,0.99,22596,22710,0,0,
1569,Short Term,,7,Rent,,other,591.15,7093.8,,Very Bad DTI,17,4,0,Very Bad UR,0.99,18524,18730,0,0,
1569,Short Term,716,,Rent,17754,Debt Consolidation,412.79,4953.48,0.28,Bad DTI,23.2,9,1,Bad UR,0.57,12338,21683,1,0,
1574,Short Term,696,6,Rent,41320,other,1360.1,16321.2,0.39,Very Bad DTI,20,11,1,Very Bad UR,0.72,6779,9351,1,0,
1574,Short Term,722,4,Rent,63947,Debt Consolidation,308.01,3696.12,0.06,Excellent DTI,10.2,10,0,Excellent UR,0.28,3297,11816,0,0,
1577,Short Term,745,5,Home Mortgage,33589,vacation,470.25,5643,0.17,Good DTI,20.4,7,0,Excellent UR,0.18,3164,17480,0,0,
1583,Short Term,679,3,Rent,24928,Other,413.39,4960.68,0.2,Good DTI,11.5,8,0,Very Bad UR,0.98,11208,11379,0,0,
1585,Short Term,,4,Rent,,Debt Consolidation,398.92,4787.04,,Very Bad DTI,10.8,3,0,Bad UR,0.56,1450,2575,0,0,
1590,Short Term,700,1,Rent,54654,Buy House,719.61,8635.32,0.16,Good DTI,8.4,11,0,Excellent UR,0.31,2955,9626,0,0,
1591,Short Term,718,2,Rent,17897,other,310.22,3722.64,0.21,Good DTI,8.8,8,0,Excellent UR,0.18,1289,7364,0,0,
1592,Short Term,,10,Home Mortgage,,Debt Consolidation,616.07,7392.84,,Very Bad DTI,18.5,16,0,Good UR,0.32,7153,22076,0,0,
1596,Short Term,,,Own Home,,Medical Bills,331.1,3973.2,,Very Bad DTI,29.1,10,0,Excellent UR,0.28,14798,53810,0,0,
1596,Short Term,,,Rent,,Debt Consolidation,128.03,1536.36,,Very Bad DTI,31.4,7,1,Good UR,0.32,1893,5877,1,0,
1604,Short Term,,3,Rent,,Debt Consolidation,36.08,432.96,,Very Bad DTI,14.2,3,0,Good UR,0.43,1041,2405,0,0,
1612,Short Term,,10,Rent,,other,425.58,5106.96,,Very Bad DTI,11.5,10,0,Good UR,0.49,5178,10567,0,0,
1625,Short Term,690,7,Rent,53822,other,704.17,8450.04,0.16,Good DTI,8.3,6,0,Good UR,0.36,3071,8530,0,0,
1628,Short Term,720,1,Rent,63079,other,1056.57,12678.84,0.2,Good DTI,13.5,13,0,Very Bad UR,0.95,21742,22790,0,0,
1632,Short Term,694,,Home Mortgage,37708,Debt Consolidation,524.77,6297.24,0.17,Good DTI,13.7,6,1,Very Bad UR,0.72,5545,7713,1,0,
1634,Short Term,,10,Own Home,,Debt Consolidation,248,2976,,Very Bad DTI,22.5,5,0,Very Bad UR,0.75,2227,2961,0,0,
1637,Short Term,705,1,Rent,22669,Debt Consolidation,457.15,5485.8,0.24,Bad DTI,8,6,0,Very Bad UR,0.74,2844,3827,0,0,
1639,Short Term,713,2,Home Mortgage,69761,Take a Trip,1435.91,17230.92,0.25,Bad DTI,13.5,11,0,Good UR,0.5,11142,22419,0,0,
1639,Short Term,709,3,Home Mortgage,65542,Medical Bills,1551.17,18614.04,0.28,Bad DTI,14.5,7,0,Very Bad UR,0.86,18113,20989,0,0,
1707,Short Term,718,4,Home Mortgage,100420,Buy a Car,1071.15,12853.8,0.13,Good DTI,15.1,7,0,Very Bad UR,0.96,6282,6530,0,0,
1716,Short Term,715,2,Rent,40388,other,602.46,7229.52,0.18,Good DTI,14.2,5,0,Excellent UR,0,37,9340,0,0,
1721,Short Term,712,1,Rent,37701,major_purchase,117.5,1410,0.04,Excellent DTI,9.8,6,0,Good UR,0.37,2725,7383,0,0,
1723,Short Term,726,3,Home Mortgage,35473,Debt Consolidation,801.09,9613.08,0.27,Bad DTI,18.6,6,0,Very Bad UR,0.85,6401,7496,0,0,
1732,Short Term,710,4,Home Mortgage,69098,Home Improvements,1102.1,13225.2,0.19,Good DTI,24.1,6,0,Very Bad UR,0.96,491,509,0,0,
1733,Short Term,729,3,Home Mortgage,38020,Other,517.7,6212.4,0.16,Good DTI,20.2,4,0,Good UR,0.43,430,990,0,0,
1741,Short Term,707,1,Rent,59706,Debt Consolidation,201.01,2412.12,0.04,Excellent DTI,16.8,4,1,Bad UR,0.66,5909,8953,1,0,
1741,Short Term,,1,Rent,,Debt Consolidation,201.01,2412.12,,Very Bad DTI,16.8,4,1,Bad UR,0.66,5909,8953,1,0,
1743,Short Term,737,3,Home Mortgage,29880,Other,193.22,2318.64,0.08,Excellent DTI,19.2,9,0,Excellent UR,0.18,1959,10765,0,0,
1751,Short Term,737,1,Rent,57234,Debt Consolidation,406.36,4876.32,0.09,Excellent DTI,15.9,3,1,Excellent UR,0.19,1775,9493,0,1,
1755,Short Term,744,,Home Mortgage,66704,vacation,1365.2,16382.4,0.25,Bad DTI,22.4,7,1,Good UR,0.34,3530,10322,1,0,
1756,Short Term,704,4,Rent,27317,other,206.92,2483.04,0.09,Excellent DTI,12.5,10,0,Good UR,0.32,1315,4097,0,0,
1758,Short Term,711,6,Rent,44280,Medical Bills,423.98,5087.76,0.11,Good DTI,11.2,2,0,,,0,0,0,0,
1758,Short Term,718,3,Rent,35276,Debt Consolidation,254.87,3058.44,0.09,Excellent DTI,16.5,4,0,,,0,0,0,0,
1760,Short Term,695,8,Rent,25425,other,548.77,6585.24,0.26,Bad DTI,8.2,7,0,Bad UR,0.55,5794,10459,0,0,
1761,Short Term,729,2,Rent,89514,Debt Consolidation,1782.83,21393.96,0.24,Bad DTI,12.4,6,0,Bad UR,0.57,7836,13699,0,0,
1761,Short Term,,4,Rent,,Other,634.99,7619.88,,Very Bad DTI,17.8,9,0,Very Bad UR,0.91,4652,5090,0,0,
1766,Short Term,725,4,Home Mortgage,58860,Other,588.6,7063.2,0.12,Good DTI,22.5,10,0,Excellent UR,0.16,1921,12234,0,0,
1767,Short Term,638,10,Own Home,88344,other,79.51,954.12,0.01,Excellent DTI,15.2,1,0,Bad UR,0.51,2250,4420,0,0,
1768,Short Term,746,7,Own Home,45177,Medical Bills,707.77,8493.24,0.19,Good DTI,11.5,16,0,Excellent UR,0,50,16696,0,0,
1771,Short Term,723,4,Rent,37437,Debt Consolidation,152.86,1834.32,0.05,Excellent DTI,9.4,8,0,Excellent UR,0.21,3051,14390,0,0,
1772,Short Term,,,Rent,,other,308.19,3698.28,,Very Bad DTI,17.8,12,1,Good UR,0.47,7269,15565,1,0,
1777,Short Term,736,1,Rent,38738,Medical Bills,384.15,4609.8,0.12,Good DTI,21,6,1,Bad UR,0.57,2464,4346,0,0,
1780,Short Term,733,3,Own Home,11634,other,178.98,2147.76,0.18,Good DTI,22.5,10,0,Bad UR,0.58,2581,4474,0,0,
1785,Short Term,,10,Rent,,Debt Consolidation,49.45,593.4,,Very Bad DTI,21.6,8,2,Excellent UR,0.07,1042,15787,1,1,
1789,Short Term,722,1,Rent,47717,other,242.56,2910.72,0.06,Excellent DTI,13.8,6,0,Very Bad UR,0.82,4219,5170,0,0,
1791,Short Term,742,6,Rent,40803,Other,567.84,6814.08,0.17,Good DTI,10.7,8,0,Bad UR,0.5,6276,12551,0,0,
1795,Short Term,620,5,Own Home,29919,Debt Consolidation,747.98,8975.76,0.3,Very Bad DTI,11.3,9,0,Good UR,0.34,2457,7186,0,0,
1806,Short Term,748,5,Rent,23192,Business Loan,511.58,6138.96,0.26,Bad DTI,10.6,13,0,Excellent UR,0.08,1553,19914,0,0,
1808,Short Term,734,5,Rent,51219,Take a Trip,1032.92,12395.04,0.24,Bad DTI,14.9,11,0,Very Bad UR,0.8,5782,7227,0,0,
1808,Short Term,715,10,Home Mortgage,45801,Other,629.76,7557.12,0.16,Good DTI,18.4,5,0,Very Bad UR,0.93,23078,24815,0,0,
1811,Short Term,710,10,Home Mortgage,106647,Debt Consolidation,2772.81,33273.72,0.31,Very Bad DTI,27.7,20,0,Very Bad UR,0.96,66433,69201,0,0,
1816,Short Term,695,10,Rent,41365,Debt Consolidation,589.45,7073.4,0.17,Good DTI,9.2,6,0,Bad UR,0.56,8412,14942,0,0,
1819,Short Term,696,9,Home Mortgage,40420,Debt Consolidation,1023.97,12287.64,0.3,Very Bad DTI,20.8,17,0,Good UR,0.46,9390,20412,0,0,
1828,Short Term,745,4,Rent,12187,other,197.03,2364.36,0.19,Good DTI,20,4,0,Good UR,0.4,1789,4474,0,0,
1831,Short Term,,5,Own Home,,Debt Consolidation,46.75,561,,Very Bad DTI,19,6,0,Excellent UR,0.09,1883,21893,0,0,
1838,Short Term,750,10,Rent,18380,small_business,364.53,4374.36,0.24,Bad DTI,15.4,5,0,Good UR,0.4,1830,4598,0,0,
1842,Short Term,719,10,Rent,35326,major_purchase,553.43,6641.16,0.19,Good DTI,11,14,1,Excellent UR,0,20,20468,1,0,
1870,Short Term,,1,Rent,,Medical Bills,1036.69,12440.28,,Very Bad DTI,7.1,9,0,Excellent UR,0.12,1612,13898,0,0,
1893,Short Term,693,,Rent,8991,Debt Consolidation,142.35,1708.2,0.19,Good DTI,20.5,6,0,Good UR,0.39,3102,7875,0,0,
1898,Short Term,745,5,Rent,35561,Debt Consolidation,99.87,1198.44,0.03,Excellent DTI,23.8,3,0,Good UR,0.4,638,1600,0,0,
1918,Short Term,,9,Rent,,other,647.64,7771.68,,Very Bad DTI,12,12,0,Bad UR,0.53,21056,39804,0,0,
1932,Short Term,739,1,Rent,16642,Business Loan,336.86,4042.32,0.24,Bad DTI,11.5,2,0,Excellent UR,0.25,125,495,0,0,
1940,Short Term,,6,Rent,,Debt Consolidation,1112.42,13349.04,,Very Bad DTI,17.5,12,0,Very Bad UR,0.76,12076,15931,0,0,
1945,Short Term,731,3,Home Mortgage,40412,Debt Consolidation,535.46,6425.52,0.16,Good DTI,12.5,8,0,Excellent UR,0.29,2867,9786,0,0,
1950,Short Term,682,10,Home Mortgage,184294,Home Improvements,2011.88,24142.56,0.13,Good DTI,24.5,15,0,Very Bad UR,0.86,20400,23584,0,0,
1951,Short Term,,10,Rent,,Debt Consolidation,615.85,7390.2,,Very Bad DTI,21,4,0,Very Bad UR,0.8,9385,11702,0,0,
1951,Short Term,,10,Own Home,,Debt Consolidation,1018.42,12221.04,,Very Bad DTI,16.7,9,0,Very Bad UR,0.86,21320,24675,0,0,
1952,Short Term,694,10,Home Mortgage,62257,other,1660.18,19922.16,0.32,Very Bad DTI,17.3,7,1,Good UR,0.44,3226,7332,1,0,
1952,Short Term,722,3,Rent,50762,Other,143.4,1720.8,0.03,Excellent DTI,8.5,4,0,Good UR,0.39,4920,12681,0,0,
1952,Short Term,741,2,Rent,29283,vacation,393.37,4720.44,0.16,Good DTI,19.3,5,0,Very Bad UR,0.75,18163,24121,0,0,
1953,Short Term,728,7,Rent,25785,Debt Consolidation,193.39,2320.68,0.09,Excellent DTI,8.3,3,0,Good UR,0.46,3258,7037,0,0,
1953,Short Term,713,1,Home Mortgage,21088,Other,283.11,3397.32,0.16,Good DTI,9.4,3,0,Bad UR,0.64,10348,16118,0,0,
1953,Short Term,737,3,Home Mortgage,63486,Medical Bills,1724.69,20696.28,0.33,Very Bad DTI,16,6,0,Very Bad UR,0.95,15513,16415,0,0,
1955,Short Term,,6,Home Mortgage,,Debt Consolidation,838.38,10060.56,,Very Bad DTI,10.3,9,1,Bad UR,0.59,21042,35604,1,0,
1955,Short Term,,1,Home Mortgage,,Home Improvements,645.28,7743.36,,Very Bad DTI,13,13,4,Excellent UR,0.27,697,2544,0,2,
1956,Short Term,,10,Home Mortgage,,Debt Consolidation,41.34,496.08,,Very Bad DTI,25.1,14,0,Excellent UR,0.18,4604,24889,,,
1956,Short Term,733,,Rent,13733,Debt Consolidation,295.25,3543,0.26,Bad DTI,20,10,1,Bad UR,0.51,5693,11140,1,0,
1958,Short Term,712,10,Home Mortgage,82253,Buy House,856.8,10281.6,0.12,Good DTI,30.6,11,1,Bad UR,0.68,6339,9309,1,0,
1960,Short Term,742,1,Home Mortgage,51951,other,1077.97,12935.64,0.25,Bad DTI,21.7,26,1,Bad UR,0.69,28540,41542,1,0,
1961,Short Term,729,10,Home Mortgage,47059,Debt Consolidation,1007.85,12094.2,0.26,Bad DTI,18.8,13,0,Good UR,0.42,12304,29087,0,0,
1961,Short Term,740,3,Home Mortgage,68635,Debt Consolidation,134.41,1612.92,0.02,Excellent DTI,18.5,11,0,Excellent UR,0.04,1367,31064,0,0,
1962,Short Term,718,2,Home Mortgage,41198,Debt Consolidation,556.17,6674.04,0.16,Good DTI,22.6,8,0,Bad UR,0.66,1674,2548,0,0,
1963,Short Term,710,2,Home Mortgage,42205,Medical Bills,499.42,5993.04,0.14,Good DTI,16.8,15,0,Very Bad UR,0.75,6091,8144,0,0,
1963,Short Term,727,1,Rent,44172,other,1137.43,13649.16,0.31,Very Bad DTI,6.5,16,0,Bad UR,0.65,16762,25907,0,0,
1964,Short Term,,6,Rent,,Debt Consolidation,703.86,8446.32,,Very Bad DTI,15.7,13,0,Bad UR,0.69,1288,1865,0,0,
1964,Long Term,,2,Rent,,Debt Consolidation,247.51,2970.12,,Very Bad DTI,11.1,4,0,Very Bad UR,0.83,491,589,0,0,
1964,Short Term,693,1,Rent,32399,Other,758.69,9104.28,0.28,Bad DTI,13.7,14,0,Very Bad UR,0.81,10309,12664,0,0,
1966,Short Term,706,2,Home Mortgage,110561,Home Improvements,879.88,10558.56,0.1,Excellent DTI,16.2,10,0,Bad UR,0.61,6115,10024,0,0,
1966,Short Term,717,2,Rent,68817,Take a Trip,805.16,9661.92,0.14,Good DTI,13.5,13,0,Very Bad UR,0.94,20745,22022,0,0,
1966,Short Term,702,2,Rent,32432,other,89.46,1073.52,0.03,Excellent DTI,8.5,3,0,Very Bad UR,0.79,3191,4029,0,0,
1967,Short Term,733,1,Rent,40319,other,456.96,5483.52,0.14,Good DTI,14.7,14,1,Excellent UR,0.26,8379,32857,1,0,
1967,Short Term,714,1,Rent,47203,Other,414.21,4970.52,0.11,Excellent DTI,9.1,5,0,Very Bad UR,0.89,5222,5900,0,0,
1968,Short Term,740,4,Rent,98380,Take a Trip,77.89,934.68,0.01,Excellent DTI,26.8,8,0,Good UR,0.44,6966,15797,0,0,
1968,Short Term,,1,Rent,,Other,267.7,3212.4,,Very Bad DTI,7.5,3,0,Very Bad UR,0.94,1664,1773,0,0,
1968,Short Term,,7,Own Home,,Home Improvements,111.22,1334.64,,Very Bad DTI,8.9,6,0,Good UR,0.46,823,1771,0,0,
1969,Short Term,737,7,Rent,37407,Other,994.41,11932.92,0.32,Very Bad DTI,12,10,0,Excellent UR,0.04,433,11706,0,0,
1971,Short Term,717,5,Rent,72927,Debt Consolidation,747.5,8970,0.12,Good DTI,19.7,12,1,Bad UR,0.57,3755,6623,1,0,
1971,Short Term,742,2,Rent,31536,Debt Consolidation,562.4,6748.8,0.21,Bad DTI,23.4,11,0,Excellent UR,0.22,2317,10531,0,0,
1971,Short Term,,5,Rent,,Debt Consolidation,747.5,8970,,Very Bad DTI,19.7,12,1,Bad UR,0.57,3755,6623,1,0,
1973,Short Term,738,1,Own Home,27628,Debt Consolidation,513.41,6160.92,0.22,Bad DTI,21.7,8,0,Bad UR,0.52,8042,15494,0,0,
1974,Short Term,748,4,Rent,17762,other,247.64,2971.68,0.17,Good DTI,12,5,0,Good UR,0.33,2886,8694,0,0,
1976,Short Term,737,6,Rent,91206,Debt Consolidation,666.56,7998.72,0.09,Excellent DTI,13.6,6,0,Excellent UR,0.27,1564,5770,0,0,
1976,Short Term,736,5,Home Mortgage,29637,other,612.5,7350,0.25,Bad DTI,20.4,6,0,Excellent UR,0.06,1246,21855,0,0,
1977,Short Term,709,4,Home Mortgage,100827,Debt Consolidation,1504,18048,0.18,Good DTI,15.6,9,0,Very Bad UR,0.73,14877,20268,0,0,
1977,Short Term,748,9,Own Home,27684,other,466,5592,0.2,Good DTI,17.5,9,0,Excellent UR,0.18,5063,28605,0,0,
1977,Short Term,663,1,Home Mortgage,29661,Medical Bills,333.69,4004.28,0.14,Good DTI,20.9,10,1,Excellent UR,0.31,4873,15720,1,0,
1978,Long Term,,5,Rent,,other,598.96,7187.52,,Very Bad DTI,19.9,11,0,Good UR,0.38,569,1485,0,0,
1978,Short Term,748,1,Rent,49460,Debt Consolidation,432.78,5193.36,0.11,Excellent DTI,14.1,14,0,Excellent UR,0.14,2245,16039,0,0,
1979,Short Term,741,1,Rent,23743,Debt Consolidation,312.62,3751.44,0.16,Good DTI,8.3,4,0,,,0,0,0,0,
1981,Short Term,710,2,Rent,23772,Debt Consolidation,110.94,1331.28,0.06,Excellent DTI,4.3,4,0,Excellent UR,0.26,3589,13855,0,0,
1981,Short Term,710,2,Rent,23772,Debt Consolidation,110.94,1331.28,0.06,Excellent DTI,4.3,4,0,Excellent UR,0.26,3589,13855,0,0,
1981,Short Term,748,10,Home Mortgage,75278,Home Improvements,1637.3,19647.6,0.26,Bad DTI,17.1,14,0,Excellent UR,0.24,7816,32703,0,0,
1983,Short Term,696,7,Home Mortgage,88235,other,1022.05,12264.6,0.14,Good DTI,11.3,12,0,Very Bad UR,0.77,11187,14472,0,0,
1983,Short Term,,10,Home Mortgage,,Debt Consolidation,1596.48,19157.76,,Very Bad DTI,34.4,11,1,Good UR,0.42,8241,19529,0,1,
1985,Short Term,,3,Rent,,Debt Consolidation,859.84,10318.08,,Very Bad DTI,18.6,8,1,Very Bad UR,0.73,12043,16566,1,0,
1985,Long Term,,1,Rent,,Other,455.65,5467.8,,Very Bad DTI,35,4,0,Excellent UR,0.2,3366,16916,0,0,
1985,Long Term,645,1,Rent,59562,Other,455.65,5467.8,0.09,Excellent DTI,35,4,0,Excellent UR,0.2,3366,16916,0,0,
1986,Short Term,719,9,Home Mortgage,35741,Take a Trip,452.72,5432.64,0.15,Good DTI,11,5,5,Excellent UR,0.11,856,7924,1,4,
1987,Short Term,746,2,Rent,40336,Debt Consolidation,396.64,4759.68,0.12,Good DTI,27,4,0,Bad UR,0.64,1327,2087,0,0,
1988,Short Term,701,10,Rent,44929,Debt Consolidation,902.32,10827.84,0.24,Bad DTI,15.6,7,0,Very Bad UR,0.84,3768,4475,0,0,
1988,Short Term,694,10,Home Mortgage,41748,Debt Consolidation,1127.2,13526.4,0.32,Very Bad DTI,13.5,8,0,Very Bad UR,0.92,19981,21672,0,0,
1988,Short Term,701,10,Rent,44929,Debt Consolidation,902.32,10827.84,0.24,Bad DTI,15.6,7,0,Very Bad UR,0.84,3768,4475,0,0,
1988,Short Term,,,Home Mortgage,,Debt Consolidation,246.76,2961.12,,Very Bad DTI,17.6,7,1,Good UR,0.33,4226,12808,1,0,
1988,Short Term,718,,Home Mortgage,31601,Debt Consolidation,246.76,2961.12,0.09,Excellent DTI,17.6,7,1,Good UR,0.33,4226,12808,1,0,
1989,Short Term,735,5,Rent,32825,Debt Consolidation,410.31,4923.72,0.15,Good DTI,16.9,11,0,Very Bad UR,0.87,11893,13733,0,0,
1989,Short Term,701,10,Rent,64656,other,394.94,4739.28,0.07,Excellent DTI,23.8,8,1,Good UR,0.37,3046,8345,1,0,
1993,Short Term,686,7,Rent,55815,Take a Trip,818.62,9823.44,0.18,Good DTI,12.5,7,0,,,0,0,0,0,
1993,Short Term,,10,Rent,,Debt Consolidation,887.03,10644.36,,Very Bad DTI,24.6,5,0,Very Bad UR,0.71,10125,14342,0,0,
1993,Short Term,706,1,Home Mortgage,58788,Debt Consolidation,1577.47,18929.64,0.32,Very Bad DTI,31.4,7,1,Good UR,0.36,3572,9978,1,0,
1994,Short Term,685,1,Rent,31898,Other,606.05,7272.6,0.23,Bad DTI,30.5,17,0,Excellent UR,0.22,3365,15436,0,0,
1996,Short Term,695,1,Rent,14374,Debt Consolidation,114.75,1377,0.1,Excellent DTI,9.6,3,0,Very Bad UR,0.85,1524,1798,0,0,
1996,Short Term,708,4,Own Home,18428,Take a Trip,342.46,4109.52,0.22,Bad DTI,22.8,21,1,Excellent UR,0.13,1352,10404,1,0,
1997,Short Term,734,3,Home Mortgage,29961,Debt Consolidation,90.88,1090.56,0.04,Excellent DTI,18.4,16,0,Excellent UR,0,188,46939,0,0,
1997,Short Term,,2,Own Home,,Home Improvements,213.71,2564.52,,Very Bad DTI,17.1,7,1,Bad UR,0.59,8474,14290,1,0,
1997,Short Term,,4,Rent,,Debt Consolidation,559.16,6709.92,,Very Bad DTI,25.9,18,0,Good UR,0.35,26363,75324,0,0,
1997,Short Term,,10,Home Mortgage,,other,130.23,1562.76,,Very Bad DTI,19.7,11,0,Excellent UR,0.21,4514,21808,0,0,
1997,Short Term,,10,Home Mortgage,,Business Loan,469.25,5631,,Very Bad DTI,14.3,5,0,Good UR,0.35,2134,6184,0,0,
1999,Short Term,722,3,Rent,99950,Take a Trip,1149.43,13793.16,0.14,Good DTI,10.2,6,0,Very Bad UR,0.79,28970,36486,0,0,
2000,Short Term,689,10,Rent,36407,Other,367.1,4405.2,0.12,Good DTI,34.1,5,0,Good UR,0.39,43496,110958,0,0,
2000,Short Term,734,3,Rent,28006,Debt Consolidation,287.06,3444.72,0.12,Good DTI,15.2,8,0,Bad UR,0.64,6952,10897,0,0,
2000,Short Term,726,7,Rent,39996,Debt Consolidation,709.93,8519.16,0.21,Bad DTI,13.9,4,3,Excellent UR,0.22,683,3105,3,0,
2001,Short Term,705,2,Own Home,25228,Medical Bills,149.26,1791.12,0.07,Excellent DTI,15.2,15,1,Good UR,0.39,2610,6709,1,0,
2001,Short Term,705,2,Own Home,25228,Medical Bills,149.26,1791.12,0.07,Excellent DTI,15.2,15,1,Good UR,0.39,2610,6709,1,0,
2003,Short Term,728,1,Rent,14299,Debt Consolidation,55.05,660.6,0.05,Excellent DTI,9.8,3,0,Very Bad UR,0.93,1392,1501,0,0,
2004,Short Term,751,1,Rent,70126,Debt Consolidation,468.09,5617.08,0.08,Excellent DTI,13.9,7,0,Good UR,0.41,2035,5011,0,0,
2006,Short Term,735,2,Home Mortgage,55377,Take a Trip,481.32,5775.84,0.1,Excellent DTI,16.3,8,0,Excellent UR,0.25,1703,6732,0,0,
2006,Short Term,714,3,Rent,48144,Other,918.75,11025,0.23,Bad DTI,15.1,15,1,Excellent UR,0.3,5003,16732,1,0,
2006,Short Term,730,10,Home Mortgage,33092,Debt Consolidation,220.62,2647.44,0.08,Excellent DTI,20.3,5,0,Very Bad UR,0.79,1899,2408,0,0,
2008,Short Term,740,,Own Home,14394,Debt Consolidation,189.53,2274.36,0.16,Good DTI,17.5,8,1,Bad UR,0.66,3172,4820,1,0,
2008,Short Term,680,,Own Home,9578,Debt Consolidation,245.05,2940.6,0.31,Very Bad DTI,8.7,6,0,Bad UR,0.52,3665,7034,0,0,
2009,Short Term,712,10,Rent,40172,Debt Consolidation,159.68,1916.16,0.05,Excellent DTI,11,6,0,Very Bad UR,0.86,2153,2510,0,0,
2009,Long Term,717,10,Home Mortgage,44202,other,791.96,9503.52,0.22,Bad DTI,17.5,7,1,Very Bad UR,0.84,6721,8039,1,0,
2010,Short Term,720,5,Home Mortgage,85434,Home Improvements,708.38,8500.56,0.1,Excellent DTI,31.7,12,0,Bad UR,0.67,18439,27727,0,0,
2010,Short Term,721,2,Own Home,42214,Debt Consolidation,643.41,7720.92,0.18,Good DTI,16.5,5,0,Bad UR,0.52,8934,17181,0,0,
2011,Short Term,717,5,Home Mortgage,40698,Debt Consolidation,980.13,11761.56,0.29,Bad DTI,13.7,11,0,Good UR,0.44,9272,21024,0,0,
2012,Short Term,691,4,Rent,50300,Debt Consolidation,334.07,4008.84,0.08,Excellent DTI,11.7,3,0,Very Bad UR,0.93,11266,12075,0,0,
2012,Short Term,680,10,Rent,23643,Other,60.3,723.6,0.03,Excellent DTI,26.8,7,1,Excellent UR,0.03,240,9248,1,0,
2013,Short Term,,10,Home Mortgage,,Debt Consolidation,982.68,11792.16,,Very Bad DTI,15.4,17,0,Good UR,0.4,5430,13677,0,0,
2013,Short Term,685,10,Home Mortgage,58377,Debt Consolidation,982.68,11792.16,0.2,Good DTI,15.4,17,0,Good UR,0.4,5430,13677,0,0,
2014,Short Term,743,10,Home Mortgage,103700,Debt Consolidation,1780.19,21362.28,0.21,Good DTI,20,15,0,Very Bad UR,0.93,21902,23652,0,0,
2015,Short Term,717,5,Rent,26198,major_purchase,827.41,9928.92,0.38,Very Bad DTI,16.5,9,1,Bad UR,0.62,6978,11291,1,0,
2016,Short Term,733,10,Home Mortgage,95779,Debt Consolidation,2785.58,33426.96,0.35,Very Bad DTI,18.7,18,0,Very Bad UR,0.85,28017,32883,0,0,
2018,Short Term,743,10,Rent,80708,other,1143.36,13720.32,0.17,Good DTI,17.6,18,0,Good UR,0.37,30152,80620,0,0,
2018,Short Term,,1,Own Home,,other,354.06,4248.72,,Very Bad DTI,11.3,4,0,Very Bad UR,0.77,849,1109,0,0,
2020,Short Term,709,4,Home Mortgage,42633,Home Improvements,1104.92,13259.04,0.31,Very Bad DTI,12.5,10,0,Excellent UR,0.31,4169,13449,0,0,
2022,Short Term,717,1,Rent,65888,Other,1438.55,17262.6,0.26,Bad DTI,22.4,17,0,Very Bad UR,0.97,17218,17824,0,0,
2022,Short Term,747,10,Home Mortgage,56631,Home Improvements,144.41,1732.92,0.03,Excellent DTI,21.5,4,0,,,0,0,0,0,
2022,Short Term,,,Own Home,,Medical Bills,911.09,10933.08,,Very Bad DTI,31.4,19,0,Good UR,0.49,105143,216343,0,0,
2023,Short Term,739,7,Home Mortgage,70798,other,1410.06,16920.72,0.24,Bad DTI,33.5,21,0,Bad UR,0.67,29633,43901,0,0,
2023,Short Term,740,1,Rent,35410,other,264.98,3179.76,0.09,Excellent DTI,13.6,2,0,Very Bad UR,0.9,1361,1517,0,0,
2023,Short Term,735,5,Home Mortgage,40452,Debt Consolidation,896.69,10760.28,0.27,Bad DTI,22.4,13,0,Good UR,0.4,11480,28487,0,0,
2025,Short Term,683,10,Rent,60750,vacation,384.75,4617,0.08,Excellent DTI,19.3,4,0,Very Bad UR,1.02,1030,1013,0,0,
2025,Short Term,714,1,Rent,58713,other,1291.69,15500.28,0.26,Bad DTI,16,9,0,Very Bad UR,0.97,13929,14375,0,0,
2026,Short Term,640,8,Rent,50645,Medical Bills,1000.24,12002.88,0.24,Bad DTI,9.8,5,0,Very Bad UR,0.9,2087,2329,0,0,
2026,Short Term,745,,Rent,47878,other,319.19,3830.28,0.08,Excellent DTI,32,4,0,Excellent UR,0.02,215,10225,0,0,
2027,Short Term,730,10,Home Mortgage,32634,Debt Consolidation,621.13,7453.56,0.23,Bad DTI,17.8,6,0,Very Bad UR,0.99,3820,3855,0,0,
2027,Short Term,716,1,Home Mortgage,81072,Home Improvements,1033.67,12404.04,0.15,Good DTI,15.9,8,0,Very Bad UR,0.93,752,811,0,0,
2028,Short Term,748,3,Rent,35369,Other,636.64,7639.68,0.22,Bad DTI,14.9,12,0,Good UR,0.36,3619,10023,0,0,
2028,Short Term,712,10,Rent,44620,other,1033.7,12404.4,0.28,Bad DTI,15.9,9,0,Very Bad UR,0.77,1960,2536,0,0,
